house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_manuf_life,kgCO2_dist_life,kgCO2_inst_life,kgCO2_eol_life,kgCO2_other_life,kgCO2_EOL_S_life,kgCO2_Other_S_life,kgCO2_total_life,kgCO2_total_life_R,CS_code
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,4410.8581096,47656.695093,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,12149.875377,11618.5654224,Cpeak
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,3393.5447924,34312.614735,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,11024.4810925,10276.5812968,Cpeak
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,3524.856041,36720.595359,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,11155.7923411,10407.8925454,Cpeak
Mod,Nom,Ideal,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,3684.109946,39232.980948,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,11315.0462461,10567.1464504,Cpeak
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,4080.3472022,41890.348122,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,11772.8006813,11114.7937919,Cpeak
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,4245.1433713,44857.954743,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,11937.5968504,11279.589961,Cpeak
Mod,Nom,Ideal,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,4441.6187786,47960.005548,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,12134.0722577,11476.0653683,Cpeak
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,14,1000,7577.6264808,108800.199018,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,17422.7836395,16626.7159055,Cpeak
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,14,1000,7733.4402454,111729.349452,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,17578.5974041,16782.5296701,Cpeak
Mod,Nom,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,14,1000,7916.6409055,114788.153907,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,17761.7980642,16965.7303302,Cpeak
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,14,200,7251.1701425,104569.804521,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,16161.2929499,15365.2252159,Cpeak
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,14,200,7393.2519425,107487.403065,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,16303.3747499,15507.3070159,Cpeak
Mod,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,14,200,7558.2918009000005,110514.275025,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,16468.4146083,15672.3468743,Cpeak
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,14,500,7400.5590932,106319.687565,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,16785.675771399998,15989.6080374,Cpeak
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,14,500,7546.1101912,109232.880393,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,16931.2268694,16135.1591354,Cpeak
Mod,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,14,500,7717.4681954,112281.805125,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,17102.5848736,16306.5171396,Cpeak
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,14,1000,10724.8032212,108800.199018,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,20569.960379899996,19773.892645899996,Cpeak
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,14,1000,10901.6887808,111729.349452,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,20746.845939499995,19950.778205499995,Cpeak
Mod,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,14,1000,11104.9035239,114788.153907,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,20950.060682599997,20153.992948599996,Cpeak
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,NA,14,200,10345.3442096,104569.804521,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,19255.467017,18459.399283,Cpeak
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,NA,14,200,10510.8395568,107487.403065,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,19420.9623642,18624.8946302,Cpeak
Mod,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,NA,14,200,10700.4303351,110514.275025,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,19610.5531425,18814.4854085,Cpeak
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,NA,14,500,10515.0574967,106319.687565,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,19900.1741749,19104.1064409,Cpeak
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,NA,14,500,10683.4472868,109232.880393,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,20068.563965,19272.496230999997,Cpeak
Mod,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,NA,14,500,10878.2155712,112281.805125,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,20263.3322494,19467.2645154,Cpeak
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2592.5347203,39397.470336,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,10331.5519877,9800.2420331,Cpeak
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2733.8741196,42191.061843,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,10472.891387,9941.5814324,Cpeak
Mod,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,2905.0316723,45137.571339,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,10644.0489397,10112.7389851,Cpeak
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2102.79626635,31904.708766000003,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9733.73256645,8985.832770750001,Cpeak
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2215.63218025,34315.924545,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9846.56848035,9098.66868465,Cpeak
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2353.786806,36830.678598,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9984.7231061,9236.8233104,Cpeak
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2583.3667881,39261.565119,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,10275.8202672,9617.8133778,Cpeak
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2727.2168397,42228.509946,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,10419.6703188,9761.6634294,Cpeak
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,2900.1761925,45328.781841000004,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,10592.6296716,9934.6227822,Cpeak
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,3744.1075899,39397.470336,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,11483.1248573,10951.8149027,Cpeak
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,3904.9454845,42191.061843,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,11643.9627519,11112.6527973,Cpeak
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,4096.9102207,45137.571339,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,11835.9274881,11304.6175335,Cpeak
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,3097.9517238000003,31904.708766000003,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,10728.8880239,9980.9882282,Cpeak
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,3229.9209570000003,34315.924545,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,10860.8572571,10112.9574614,Cpeak
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,3389.6699429,36830.678598,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,11020.606243,10272.7064473,Cpeak
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,3757.7555313,39261.565119,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,11450.209010399998,10792.202121,Cpeak
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,3922.449646,42228.509946,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,11614.9031251,10956.8962357,Cpeak
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,4119.0927488,45328.781841000004,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,11811.546227899998,11153.5393385,Cpeak
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,14,1000,6387.9383754,90699.147714,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,16233.0955341,15437.0278001,Cpeak
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,14,1000,6544.1729325,93616.009053,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,16389.3300912,15593.2623572,Cpeak
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,14,1000,6725.4433582,96672.124353,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,16570.600516900002,15774.532782900002,Cpeak
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,3,NA,14,200,6054.6250745,86469.906432,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,14964.7478819,14168.6801479,Cpeak
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,4,NA,14,200,6194.457998100001,89384.04360899999,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,15104.580805500002,14308.5130715,Cpeak
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,5,NA,14,200,6360.0377436,92410.465644,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,15270.160551,14474.092817,Cpeak
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,3,NA,14,500,6207.3569113,88231.17807,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,15592.4735895,14796.4058555,Cpeak
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,4,NA,14,500,6353.1733582,91139.33136,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,15738.2900364,14942.2223024,Cpeak
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,5,NA,14,500,6522.834095,94178.981715,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,15907.9507732,15111.8830392,Cpeak
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,NA,14,1000,8767.4745211,90699.147714,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,18612.6316798,17816.5639458,Cpeak
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,NA,14,1000,8943.815413,93616.009053,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,18788.9725717,17992.9048377,Cpeak
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,NA,14,1000,9145.650405,96672.124353,5004.014677,161.4742949,216.7987219,922.0915829,3540.777882,740.5454478999999,2926.256283,18990.8075637,18194.7398297,Cpeak
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,3,NA,14,200,8386.1792105,86469.906432,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,17296.3020179,16500.2342839,Cpeak
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,4,NA,14,200,8549.7662047,89384.04360899999,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,17459.8890121,16663.8212781,Cpeak
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,5,NA,14,200,8739.2603155,92410.465644,4364.469222,146.6217622,205.3441765,652.9097647,3540.777882,471.3636297,2926.256283,17649.3831229,16853.3153889,Cpeak
Mod,Nom,Real,CH,Hlow,HYD500,HYD500,3,NA,14,500,8557.1652381,88231.17807,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,17942.2819163,17146.2141823,Cpeak
Mod,Nom,Real,CH,Hlow,HYD500,HYD500,4,NA,14,500,8726.5077166,91139.33136,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,18111.624394799997,17315.556660799997,Cpeak
Mod,Nom,Real,CH,Hlow,HYD500,HYD500,5,NA,14,500,8920.7227825,94178.981715,4689.682859,154.1747233,216.7987219,783.682492,3540.777882,602.136357,2926.256283,18305.8394607,17509.7717267,Cpeak
NA,NA,NA,AK,Hhigh,NA,HP,1,NA,4,135,243.45932724,4920.034959,517.4042666,19.34982176,11.48823529,66.38408824,276.7058824,66.38408824,276.7058824,1134.7916215300002,1134.7916215300002,Cpeak
NA,NA,NA,AK,Hhigh,NA,HP,2,NA,4,135,360.69830477,7270.0967808,517.4042666,19.34982176,11.48823529,66.38408824,276.7058824,66.38408824,276.7058824,1252.0305990600002,1252.0305990600002,Cpeak
NA,NA,NA,AK,Hhigh,NA,HP,3,NA,4,180,505.22196893,9945.9470292,597.3918213,24.404181279999996,16.67647059,82.37682353,276.7058824,82.37682353,276.7058824,1502.77714803,1502.77714803,Cpeak
NA,NA,NA,AK,Hhigh,NA,HP,4,NA,4,300,671.20073691,13337.8610211,810.6919673000001,37.88247335,30.26470588,125.0241176,276.7058824,125.0241176,276.7058824,1951.7698834400005,1951.7698834400005,Cpeak
NA,NA,NA,AK,Hhigh,NA,HP,5,NA,4,300,801.15764737,15702.7998708,810.6919673000001,37.88247335,30.26470588,125.0241176,276.7058824,125.0241176,276.7058824,2081.7267939,2081.7267939,Cpeak
NA,NA,NA,AK,Hhigh,NA,HPo,1,NA,4,162,253.47950781,5107.1966736,565.3967994,22.38243748,14.57647059,75.97972941,276.7058824,75.97972941,276.7058824,1208.52082709,1208.52082709,Cpeak
NA,NA,NA,AK,Hhigh,NA,HPo,2,NA,4,162,370.75284738,7459.570960800001,565.3967994,22.38243748,14.57647059,75.97972941,276.7058824,75.97972941,276.7058824,1325.79416666,1325.79416666,Cpeak
NA,NA,NA,AK,Hhigh,NA,HPo,3,NA,4,216,522.03074128,10253.5676124,661.3818651,28.4476689,20.75294118,95.17101176,276.7058824,95.17101176,276.7058824,1604.4901106200002,1604.4901106200002,Cpeak
NA,NA,NA,AK,Hhigh,NA,HPo,4,NA,4,360,699.49003002,13885.4512083,917.3420403,44.62161938,37.05882353,146.3477647,276.7058824,146.3477647,276.7058824,2121.56616033,2121.56616033,Cpeak
NA,NA,NA,AK,Hhigh,NA,HPo,5,NA,4,360,831.4306521,16250.729592299998,917.3420403,44.62161938,37.05882353,146.3477647,276.7058824,146.3477647,276.7058824,2253.5067824099997,2253.5067824099997,Cpeak
NA,NA,NA,AK,Hlow,NA,HP,1,NA,4,135,308.53682398,4920.034959,517.4042666,19.34982176,11.48823529,66.38408824,276.7058824,66.38408824,276.7058824,1199.8691182700002,1199.8691182700002,Cpeak
NA,NA,NA,AK,Hlow,NA,HP,2,NA,4,135,457.73501038,7270.0967808,517.4042666,19.34982176,11.48823529,66.38408824,276.7058824,66.38408824,276.7058824,1349.06730467,1349.06730467,Cpeak
NA,NA,NA,AK,Hlow,NA,HP,3,NA,4,180,639.48053994,9945.9470292,597.3918213,24.404181279999996,16.67647059,82.37682353,276.7058824,82.37682353,276.7058824,1637.03571904,1637.03571904,Cpeak
NA,NA,NA,AK,Hlow,NA,HP,4,NA,4,300,834.84672154,13337.8610211,810.6919673000001,37.88247335,30.26470588,125.0241176,276.7058824,125.0241176,276.7058824,2115.41586807,2115.41586807,Cpeak
NA,NA,NA,AK,Hlow,NA,HP,5,NA,4,300,980.04603867,15702.7998708,810.6919673000001,37.88247335,30.26470588,125.0241176,276.7058824,125.0241176,276.7058824,2260.6151852000003,2260.6151852000003,Cpeak
NA,NA,NA,AK,Hlow,NA,HPo,1,NA,4,162,320.74462713,5107.1966736,565.3967994,22.38243748,14.57647059,75.97972941,276.7058824,75.97972941,276.7058824,1275.78594641,1275.78594641,Cpeak
NA,NA,NA,AK,Hlow,NA,HPo,2,NA,4,162,470.32369209,7459.570960800001,565.3967994,22.38243748,14.57647059,75.97972941,276.7058824,75.97972941,276.7058824,1425.36501137,1425.36501137,Cpeak
NA,NA,NA,AK,Hlow,NA,HPo,3,NA,4,216,660.39997222,10253.5676124,661.3818651,28.4476689,20.75294118,95.17101176,276.7058824,95.17101176,276.7058824,1742.8593415600003,1742.8593415600003,Cpeak
NA,NA,NA,AK,Hlow,NA,HPo,4,NA,4,360,872.41227515,13885.4512083,917.3420403,44.62161938,37.05882353,146.3477647,276.7058824,146.3477647,276.7058824,2294.4884054599997,2294.4884054599997,Cpeak
NA,NA,NA,AK,Hlow,NA,HPo,5,NA,4,360,1018.73361319,16250.729592299998,917.3420403,44.62161938,37.05882353,146.3477647,276.7058824,146.3477647,276.7058824,2440.8097435000004,2440.8097435000004,Cpeak
NA,NA,NA,CH,Hhigh,NA,HP,1,NA,4,135,271.21446154,5350.3177896,517.4042666,19.34982176,11.48823529,66.38408824,276.7058824,66.38408824,276.7058824,1162.5467558300002,1162.5467558300002,Cpeak
NA,NA,NA,CH,Hhigh,NA,HP,2,NA,4,135,396.49372228,7831.8262995,517.4042666,19.34982176,11.48823529,66.38408824,276.7058824,66.38408824,276.7058824,1287.82601657,1287.82601657,Cpeak
NA,NA,NA,CH,Hhigh,NA,HP,3,NA,4,180,555.00495915,10711.1409636,597.3918213,24.404181279999996,16.67647059,82.37682353,276.7058824,82.37682353,276.7058824,1552.56013825,1552.56013825,Cpeak
NA,NA,NA,CH,Hhigh,NA,HP,4,NA,4,300,740.97801438,14427.7224861,810.6919673000001,37.88247335,30.26470588,125.0241176,276.7058824,125.0241176,276.7058824,2021.54716091,2021.54716091,Cpeak
NA,NA,NA,CH,Hhigh,NA,HP,5,NA,4,300,878.62113899,16905.6654711,810.6919673000001,37.88247335,30.26470588,125.0241176,276.7058824,125.0241176,276.7058824,2159.19028552,2159.19028552,Cpeak
NA,NA,NA,CH,Hhigh,NA,HPo,1,NA,4,162,283.53941958,5571.5356095,565.3967994,22.38243748,14.57647059,75.97972941,276.7058824,75.97972941,276.7058824,1238.58073886,1238.58073886,Cpeak
NA,NA,NA,CH,Hhigh,NA,HPo,2,NA,4,162,409.16229804,8057.583212699999,565.3967994,22.38243748,14.57647059,75.97972941,276.7058824,75.97972941,276.7058824,1364.20361732,1364.20361732,Cpeak
NA,NA,NA,CH,Hhigh,NA,HPo,3,NA,4,216,575.6930409,11075.7602382,661.3818651,28.4476689,20.75294118,95.17101176,276.7058824,95.17101176,276.7058824,1658.1524102400003,1658.1524102400003,Cpeak
NA,NA,NA,CH,Hhigh,NA,HPo,4,NA,4,360,776.2270069,15079.7010546,917.3420403,44.62161938,37.05882353,146.3477647,276.7058824,146.3477647,276.7058824,2198.30313721,2198.30313721,Cpeak
NA,NA,NA,CH,Hhigh,NA,HPo,5,NA,4,360,914.23966492,17561.1124017,917.3420403,44.62161938,37.05882353,146.3477647,276.7058824,146.3477647,276.7058824,2336.3157952300003,2336.3157952300003,Cpeak
NA,NA,NA,CH,Hlow,NA,HP,1,NA,4,135,343.49208635,5350.3177896,517.4042666,19.34982176,11.48823529,66.38408824,276.7058824,66.38408824,276.7058824,1234.82438064,1234.82438064,Cpeak
NA,NA,NA,CH,Hlow,NA,HP,2,NA,4,135,503.08567324,7831.8262995,517.4042666,19.34982176,11.48823529,66.38408824,276.7058824,66.38408824,276.7058824,1394.41796753,1394.41796753,Cpeak
NA,NA,NA,CH,Hlow,NA,HP,3,NA,4,180,702.89194375,10711.1409636,597.3918213,24.404181279999996,16.67647059,82.37682353,276.7058824,82.37682353,276.7058824,1700.44712285,1700.44712285,Cpeak
NA,NA,NA,CH,Hlow,NA,HP,4,NA,4,300,923.7860281,14427.7224861,810.6919673000001,37.88247335,30.26470588,125.0241176,276.7058824,125.0241176,276.7058824,2204.35517463,2204.35517463,Cpeak
NA,NA,NA,CH,Hlow,NA,HP,5,NA,4,300,1076.5613937,16905.6654711,810.6919673000001,37.88247335,30.26470588,125.0241176,276.7058824,125.0241176,276.7058824,2357.1305402300004,2357.1305402300004,Cpeak
NA,NA,NA,CH,Hlow,NA,HPo,1,NA,4,162,358.70682988,5571.5356095,565.3967994,22.38243748,14.57647059,75.97972941,276.7058824,75.97972941,276.7058824,1313.74814916,1313.74814916,Cpeak
NA,NA,NA,CH,Hlow,NA,HPo,2,NA,4,162,518.50444227,8057.583212699999,565.3967994,22.38243748,14.57647059,75.97972941,276.7058824,75.97972941,276.7058824,1473.54576155,1473.54576155,Cpeak
NA,NA,NA,CH,Hlow,NA,HPo,3,NA,4,216,728.26977817,11075.7602382,661.3818651,28.4476689,20.75294118,95.17101176,276.7058824,95.17101176,276.7058824,1810.7291475100003,1810.7291475100003,Cpeak
NA,NA,NA,CH,Hlow,NA,HPo,4,NA,4,360,968.67664667,15079.7010546,917.3420403,44.62161938,37.05882353,146.3477647,276.7058824,146.3477647,276.7058824,2390.7527769800004,2390.7527769800004,Cpeak
NA,NA,NA,CH,Hlow,NA,HPo,5,NA,4,360,1121.62026252,17561.1124017,917.3420403,44.62161938,37.05882353,146.3477647,276.7058824,146.3477647,276.7058824,2543.69639283,2543.69639283,Cpeak
NA,NA,NA,NA,Hhigh,NA,R,1,3,NA,135,1029.05301997,21204.75,190.9509894,3.783646588,4.027399057,22.43667136,0,22.43667136,0,1250.251726375,1250.251726375,Cpeak
NA,NA,NA,NA,Hhigh,NA,R,2,3,NA,135,1521.83301161,31210.2,190.9509894,3.783646588,4.027399057,22.43667136,0,22.43667136,0,1743.031718015,1743.031718015,Cpeak
NA,NA,NA,NA,Hhigh,NA,R,3,3,NA,180,2130.1327378,42597.45,234.8663891,4.540375906,4.953630649,27.59671475,0,27.59671475,0,2402.089848205,2402.089848205,Cpeak
NA,NA,NA,NA,Hhigh,NA,R,4,3,NA,300,2832.0516199999997,57354.15,407.89785810000006,6.558320753,8.603084246,47.92784903,0,47.92784903,0,3303.0387321289995,3303.0387321289995,Cpeak
NA,NA,NA,NA,Hhigh,NA,R,5,3,NA,300,3385.3757219,67379.55,407.89785810000006,6.558320753,8.603084246,47.92784903,0,47.92784903,0,3856.362834029,3856.362834029,Cpeak
NA,NA,NA,NA,Hhigh,NA,Ro,1,3,NA,162,1073.34799819,22036.35,216.2027869,4.116960628,4.559991558,25.40374832,0,25.40374832,0,1323.6314855960002,1323.6314855960002,Cpeak
NA,NA,NA,NA,Hhigh,NA,Ro,2,3,NA,162,1564.00117714,32026.05,216.2027869,4.116960628,4.559991558,25.40374832,0,25.40374832,0,1814.284664546,1814.284664546,Cpeak
NA,NA,NA,NA,Hhigh,NA,Ro,3,3,NA,216,2199.95680155,43949.85,277.1660528,5.170983671,5.845784319,32.56690976,0,32.56690976,0,2520.7065321,2520.7065321,Cpeak
NA,NA,NA,NA,Hhigh,NA,Ro,4,3,NA,360,2957.4823042,59790.15,537.5473211,7.693414729,11.3375562,63.16161347,0,63.16161347,0,3577.222209698999,3577.222209698999,Cpeak
NA,NA,NA,NA,Hhigh,NA,Ro,5,3,NA,360,3512.2041832,69805.05,537.5473211,7.693414729,11.3375562,63.16161347,0,63.16161347,0,4131.944088699,4131.944088699,Cpeak
NA,NA,NA,NA,Hlow,NA,R,1,3,NA,135,1282.84747438,21204.75,190.9509894,3.783646588,4.027399057,22.43667136,0,22.43667136,0,1504.046180785,1504.046180785,Cpeak
NA,NA,NA,NA,Hlow,NA,R,2,3,NA,135,1906.11424296,31210.2,190.9509894,3.783646588,4.027399057,22.43667136,0,22.43667136,0,2127.312949365,2127.312949365,Cpeak
NA,NA,NA,NA,Hlow,NA,R,3,3,NA,180,2659.9941347,42597.45,234.8663891,4.540375906,4.953630649,27.59671475,0,27.59671475,0,2931.951245105,2931.951245105,Cpeak
NA,NA,NA,NA,Hlow,NA,R,4,3,NA,300,3469.3364966,57354.15,407.89785810000006,6.558320753,8.603084246,47.92784903,0,47.92784903,0,3940.323608729,3940.323608729,Cpeak
NA,NA,NA,NA,Hlow,NA,R,5,3,NA,300,4077.2639721,67379.55,407.89785810000006,6.558320753,8.603084246,47.92784903,0,47.92784903,0,4548.251084229,4548.251084229,Cpeak
